age,education,marital.status,relationship,race,sex,hoursperweek,nativecountry,income
23,Some-college,Never-married,Not-in-family,White,Female,40,United-States,<=50K
36,7th-8th,Never-married,Unmarried,Black,Male,40,United-States,<=50K
22,Some-college,Never-married,Own-child,White,Female,15,United-States,<=50K
55,Masters,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
71,HS-grad,Never-married,Not-in-family,White,Male,17,United-States,<=50K
47,Doctorate,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
17,10th,Never-married,Own-child,White,Male,12,United-States,<=50K
31,Bachelors,Married-civ-spouse,Wife,White,Female,50,United-States,>50K
32,Some-college,Never-married,Other-relative,Asian-Pac-Islander,Male,40,,<=50K
46,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
27,Bachelors,Never-married,Own-child,White,Female,40,United-States,<=50K
39,Some-college,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
40,HS-grad,Divorced,Not-in-family,White,Female,48,United-States,<=50K
30,HS-grad,Never-married,Not-in-family,White,Female,30,United-States,<=50K
17,9th,Never-married,Unmarried,White,Male,20,United-States,<=50K
33,Masters,Never-married,Not-in-family,White,Male,40,United-States,<=50K
72,Doctorate,Never-married,Not-in-family,White,Male,30,United-States,<=50K
34,Some-college,Married-AF-spouse,Wife,White,Female,40,United-States,>50K
65,HS-grad,Never-married,Other-relative,Asian-Pac-Islander,Male,40,Cambodia,<=50K
36,Bachelors,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
32,HS-grad,Never-married,Unmarried,White,Male,40,United-States,<=50K
26,Some-college,Never-married,Other-relative,White,Male,40,Mexico,<=50K
22,HS-grad,Never-married,Not-in-family,White,Male,40,United-States,<=50K
47,Prof-school,Married-civ-spouse,Husband,White,Male,48,United-States,>50K
31,Some-college,Never-married,Not-in-family,White,Male,40,United-States,<=50K
28,Bachelors,Never-married,Not-in-family,White,Male,50,United-States,<=50K
38,Masters,Never-married,Not-in-family,White,Female,50,Italy,>50K
34,Assoc-acdm,Married-civ-spouse,Husband,White,Male,28,United-States,<=50K
44,Bachelors,Married-civ-spouse,Husband,White,Male,35,United-States,>50K
27,Some-college,Never-married,Own-child,Asian-Pac-Islander,Male,40,United-States,<=50K
50,Bachelors,Married-civ-spouse,Husband,White,Male,44,United-States,>50K
47,HS-grad,Married-civ-spouse,Wife,Black,Female,30,United-States,<=50K
20,Some-college,Never-married,Not-in-family,White,Male,40,United-States,<=50K
24,HS-grad,Never-married,Not-in-family,White,Male,38,United-States,<=50K
29,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
37,Assoc-voc,Never-married,Unmarried,Black,Female,32,United-States,<=50K
42,Assoc-acdm,Divorced,Not-in-family,White,Male,40,United-States,<=50K
20,Some-college,Never-married,Own-child,White,Male,20,United-States,<=50K
68,Some-college,Never-married,Not-in-family,White,Female,40,United-States,<=50K
22,Some-college,Never-married,Not-in-family,Asian-Pac-Islander,Female,40,Vietnam,<=50K
72,HS-grad,Married-civ-spouse,Husband,White,Male,30,United-States,<=50K
45,Some-college,Married-civ-spouse,Husband,Black,Male,20,United-States,<=50K
30,HS-grad,Married-civ-spouse,Husband,Black,Male,40,United-States,<=50K
33,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
43,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
56,Some-college,Widowed,Not-in-family,White,Male,60,United-States,<=50K
25,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
41,HS-grad,Divorced,Not-in-family,White,Female,40,Guatemala,<=50K
25,Bachelors,Never-married,Not-in-family,White,Female,37,United-States,<=50K
31,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
36,HS-grad,Married-civ-spouse,Husband,White,Male,38,United-States,<=50K
37,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
58,HS-grad,Married-civ-spouse,Husband,White,Male,20,United-States,<=50K
26,Bachelors,Never-married,Not-in-family,Black,Female,40,United-States,<=50K
55,Some-college,Married-civ-spouse,Husband,White,Male,50,Canada,>50K
46,Some-college,Married-civ-spouse,Husband,White,Male,48,United-States,>50K
44,Bachelors,Never-married,Not-in-family,White,Female,20,United-States,<=50K
44,11th,Married-civ-spouse,Husband,Black,Male,60,United-States,<=50K
28,Bachelors,Never-married,Not-in-family,White,Male,55,United-States,<=50K
42,10th,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
41,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,<=50K
39,Bachelors,Married-civ-spouse,Husband,White,Male,45,United-States,<=50K
64,Assoc-voc,Married-civ-spouse,Husband,White,Male,30,United-States,<=50K
20,Some-college,Never-married,Own-child,White,Male,25,United-States,<=50K
45,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
31,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
36,Masters,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
32,9th,Separated,Unmarried,Other,Female,40,Mexico,<=50K
33,Assoc-voc,Married-civ-spouse,Husband,White,Male,65,United-States,<=50K
51,HS-grad,Divorced,Not-in-family,White,Female,35,United-States,>50K
36,HS-grad,Divorced,Unmarried,White,Male,40,United-States,<=50K
40,HS-grad,Never-married,Not-in-family,White,Male,40,United-States,<=50K
44,Assoc-voc,Married-civ-spouse,Husband,White,Male,51,United-States,>50K
40,HS-grad,Divorced,Unmarried,White,Female,45,England,<=50K
46,Assoc-voc,Divorced,Not-in-family,White,Female,40,United-States,<=50K
31,Prof-school,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
30,HS-grad,Never-married,Not-in-family,White,Female,40,United-States,<=50K
26,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
25,Bachelors,Never-married,Other-relative,White,Male,40,United-States,<=50K
35,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
29,Prof-school,Never-married,Other-relative,White,Male,50,United-States,<=50K
39,Assoc-acdm,Separated,Not-in-family,White,Male,40,United-States,<=50K
44,Some-college,Divorced,Unmarried,White,Male,40,United-States,<=50K
37,HS-grad,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
79,Assoc-voc,Married-civ-spouse,Husband,White,Male,20,United-States,>50K
36,Bachelors,Married-civ-spouse,Husband,Black,Male,45,United-States,>50K
44,Some-college,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
23,HS-grad,Married-civ-spouse,Husband,White,Male,30,United-States,<=50K
27,Bachelors,Never-married,Not-in-family,White,Female,45,United-States,<=50K
46,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
58,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
36,Assoc-acdm,Divorced,Not-in-family,White,Male,48,United-States,<=50K
36,HS-grad,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
21,Some-college,Never-married,Not-in-family,White,Male,45,United-States,<=50K
41,HS-grad,Never-married,Not-in-family,White,Female,40,United-States,>50K
49,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
34,Bachelors,Married-civ-spouse,Wife,White,Female,40,United-States,>50K
29,HS-grad,Married-civ-spouse,Husband,White,Male,35,Peru,<=50K
63,Bachelors,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
29,Bachelors,Never-married,Not-in-family,White,Female,40,United-States,<=50K
65,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
26,Bachelors,Never-married,Not-in-family,White,Female,25,United-States,<=50K
42,Doctorate,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,Taiwan,>50K
44,Some-college,Divorced,Not-in-family,Asian-Pac-Islander,Female,37,United-States,<=50K
51,HS-grad,Separated,Not-in-family,Black,Male,6,United-States,<=50K
41,HS-grad,Married-civ-spouse,Husband,White,Male,25,United-States,<=50K
22,Assoc-acdm,Never-married,Own-child,Black,Female,35,Haiti,<=50K
36,Some-college,Married-civ-spouse,Wife,White,Female,25,United-States,<=50K
18,11th,Never-married,Own-child,White,Male,40,United-States,<=50K
33,10th,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
46,Bachelors,Married-civ-spouse,Husband,White,Male,38,United-States,>50K
49,11th,Married-civ-spouse,Other-relative,White,Female,40,United-States,<=50K
41,HS-grad,Married-civ-spouse,Wife,White,Female,40,United-States,<=50K
52,Some-college,Divorced,Unmarried,White,Female,40,United-States,<=50K
40,Some-college,Separated,Not-in-family,White,Male,40,United-States,<=50K
53,Some-college,Never-married,Unmarried,White,Female,40,United-States,<=50K
45,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
30,10th,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
56,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
24,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
71,7th-8th,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
20,HS-grad,Divorced,Not-in-family,White,Female,30,United-States,<=50K
26,Bachelors,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
34,HS-grad,Married-civ-spouse,Husband,White,Male,65,United-States,<=50K
36,9th,Divorced,Unmarried,White,Female,40,Mexico,<=50K
49,HS-grad,Separated,Unmarried,White,Female,60,United-States,<=50K
48,Doctorate,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
22,HS-grad,Never-married,Own-child,White,Female,40,United-States,<=50K
30,Some-college,Divorced,Not-in-family,White,Male,40,United-States,<=50K
51,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,<=50K
46,Some-college,Married-spouse-absent,Unmarried,White,Female,40,United-States,<=50K
32,HS-grad,Married-civ-spouse,Husband,White,Male,45,United-States,<=50K
42,Prof-school,Married-civ-spouse,Wife,Amer-Indian-Eskimo,Female,40,South,>50K
52,Some-college,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
57,HS-grad,Divorced,Other-relative,Black,Female,40,United-States,<=50K
35,Some-college,Divorced,Unmarried,White,Female,39,United-States,<=50K
52,Masters,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
59,9th,Divorced,Not-in-family,White,Female,12,United-States,<=50K
36,Some-college,Divorced,Unmarried,White,Female,40,United-States,<=50K
33,Some-college,Married-civ-spouse,Husband,White,Male,40,Cuba,>50K
67,HS-grad,Divorced,Not-in-family,Black,Male,20,United-States,<=50K
31,Some-college,Married-civ-spouse,Husband,White,Male,48,United-States,<=50K
31,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
28,Some-college,Never-married,Not-in-family,White,Male,42,United-States,<=50K
72,7th-8th,Widowed,Unmarried,White,Female,20,United-States,<=50K
36,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,<=50K
58,HS-grad,Married-civ-spouse,Husband,White,Male,35,United-States,>50K
56,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
35,Some-college,Never-married,Not-in-family,White,Male,40,United-States,<=50K
37,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
44,Bachelors,Married-spouse-absent,Unmarried,White,Female,40,United-States,<=50K
26,HS-grad,Never-married,Own-child,White,Male,40,United-States,<=50K
51,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
31,Some-college,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
30,Some-college,Never-married,Own-child,White,Female,40,El-Salvador,<=50K
20,Some-college,Never-married,Not-in-family,White,Female,40,United-States,<=50K
21,Some-college,Never-married,Own-child,Asian-Pac-Islander,Female,40,United-States,<=50K
37,Bachelors,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
53,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
54,HS-grad,Married-civ-spouse,Husband,White,Male,45,United-States,<=50K
32,Bachelors,Divorced,Unmarried,White,Female,32,United-States,<=50K
34,Some-college,Married-civ-spouse,Wife,White,Female,6,United-States,>50K
30,Bachelors,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
43,HS-grad,Married-spouse-absent,Unmarried,White,Female,40,United-States,<=50K
48,Assoc-voc,Divorced,Own-child,White,Female,40,United-States,<=50K
42,Bachelors,Married-civ-spouse,Husband,White,Male,48,United-States,<=50K
62,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
31,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
22,HS-grad,Never-married,Not-in-family,White,Male,60,United-States,<=50K
45,Bachelors,Married-civ-spouse,Husband,White,Male,32,United-States,<=50K
34,Some-college,Separated,Not-in-family,White,Male,45,United-States,<=50K
64,HS-grad,Married-civ-spouse,Husband,White,Male,20,United-States,<=50K
42,Bachelors,Married-civ-spouse,Husband,White,Male,65,United-States,<=50K
60,HS-grad,Married-civ-spouse,Husband,White,Male,70,United-States,<=50K
44,HS-grad,Never-married,Other-relative,White,Male,58,United-States,<=50K
67,7th-8th,Married-civ-spouse,Husband,White,Male,4,United-States,<=50K
45,Assoc-acdm,Divorced,Unmarried,White,Female,40,,<=50K
53,Prof-school,Married-civ-spouse,Husband,White,Male,38,United-States,>50K
37,Assoc-voc,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
32,10th,Married-civ-spouse,Wife,White,Female,40,United-States,<=50K
23,HS-grad,Never-married,Not-in-family,White,Female,35,United-States,<=50K
28,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,Taiwan,<=50K
55,7th-8th,Married-civ-spouse,Husband,White,Male,41,United-States,<=50K
58,Masters,Never-married,Not-in-family,White,Female,24,United-States,>50K
74,Some-college,Married-civ-spouse,Husband,White,Male,25,United-States,>50K
27,HS-grad,Never-married,Own-child,White,Male,40,United-States,<=50K
37,HS-grad,Divorced,Unmarried,Black,Female,40,United-States,<=50K
22,Some-college,Never-married,Own-child,Asian-Pac-Islander,Female,4,South,<=50K
44,10th,Married-civ-spouse,Husband,White,Male,70,United-States,<=50K
23,Assoc-acdm,Never-married,Own-child,White,Male,40,United-States,<=50K
41,Bachelors,Married-civ-spouse,Husband,White,Male,40,Yugoslavia,<=50K
45,Some-college,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,55,United-States,>50K
29,HS-grad,Divorced,Unmarried,White,Male,40,United-States,<=50K
33,Bachelors,Never-married,Not-in-family,White,Male,45,United-States,>50K
61,Masters,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
29,Assoc-acdm,Married-civ-spouse,Wife,Other,Female,45,United-States,>50K
22,Some-college,Never-married,Other-relative,White,Male,38,United-States,<=50K
28,9th,Never-married,Not-in-family,White,Male,40,El-Salvador,<=50K
30,Bachelors,Married-civ-spouse,Wife,White,Female,40,United-States,<=50K
20,Some-college,Never-married,Own-child,White,Male,20,United-States,<=50K
28,10th,Separated,Not-in-family,White,Male,30,United-States,<=50K
45,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
19,Some-college,Never-married,Not-in-family,White,Female,24,United-States,<=50K
42,Assoc-acdm,Divorced,Unmarried,White,Female,40,United-States,<=50K
34,HS-grad,Never-married,Own-child,White,Male,40,United-States,<=50K
31,Bachelors,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
23,Bachelors,Never-married,Own-child,White,Female,40,United-States,<=50K
50,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
40,10th,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
57,HS-grad,Divorced,Not-in-family,White,Female,45,United-States,<=50K
35,Some-college,Married-civ-spouse,Wife,White,Female,27,United-States,<=50K
24,Bachelors,Never-married,Own-child,White,Male,45,United-States,<=50K
27,Some-college,Never-married,Not-in-family,White,Female,15,United-States,<=50K
27,Some-college,Never-married,Own-child,White,Female,40,United-States,>50K
45,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
80,Doctorate,Married-civ-spouse,Husband,White,Male,30,United-States,<=50K
23,Some-college,Never-married,Not-in-family,White,Male,50,United-States,<=50K
46,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
38,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
50,HS-grad,Divorced,Not-in-family,White,Male,60,United-States,<=50K
90,Bachelors,Married-civ-spouse,Husband,White,Male,20,,<=50K
55,Some-college,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
72,HS-grad,Married-civ-spouse,Wife,White,Female,50,England,<=50K
65,Some-college,Widowed,Not-in-family,White,Female,40,United-States,<=50K
37,10th,Divorced,Not-in-family,White,Male,40,United-States,<=50K
39,HS-grad,Married-civ-spouse,Wife,White,Female,40,United-States,<=50K
38,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
46,Some-college,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
50,HS-grad,Married-civ-spouse,Husband,White,Male,65,United-States,>50K
54,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
40,Masters,Never-married,Not-in-family,White,Male,50,United-States,>50K
30,7th-8th,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
50,HS-grad,Married-civ-spouse,Husband,White,Male,35,United-States,<=50K
28,Some-college,Never-married,Not-in-family,White,Male,30,United-States,<=50K
34,Assoc-voc,Married-civ-spouse,Husband,White,Male,53,United-States,<=50K
55,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,<=50K
20,HS-grad,Never-married,Own-child,White,Male,40,United-States,<=50K
19,Some-college,Never-married,Not-in-family,White,Female,32,United-States,<=50K
21,Some-college,Never-married,Not-in-family,White,Male,35,United-States,<=50K
39,Some-college,Divorced,Not-in-family,White,Female,20,United-States,<=50K
43,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
33,HS-grad,Never-married,Unmarried,Amer-Indian-Eskimo,Male,40,United-States,<=50K
26,Some-college,Never-married,Not-in-family,White,Female,40,United-States,<=50K
45,Doctorate,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
31,Some-college,Never-married,Own-child,White,Female,65,United-States,<=50K
32,5th-6th,Married-civ-spouse,Husband,White,Male,60,Mexico,<=50K
60,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
41,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
21,Some-college,Never-married,Own-child,Black,Male,20,United-States,<=50K
27,Some-college,Divorced,Unmarried,Black,Female,36,United-States,<=50K
33,5th-6th,Divorced,Unmarried,White,Male,40,Mexico,<=50K
43,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
27,11th,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
18,10th,Never-married,Own-child,White,Male,40,United-States,<=50K
48,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
37,7th-8th,Divorced,Not-in-family,White,Male,50,United-States,<=50K
58,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
57,12th,Married-civ-spouse,Husband,Black,Male,40,United-States,>50K
42,Bachelors,Never-married,Not-in-family,White,Female,40,United-States,>50K
24,HS-grad,Never-married,Other-relative,White,Male,40,United-States,<=50K
26,Bachelors,Never-married,Other-relative,White,Male,15,United-States,<=50K
43,HS-grad,Divorced,Unmarried,White,Male,50,United-States,<=50K
34,11th,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
38,Bachelors,Married-civ-spouse,Wife,White,Female,40,United-States,<=50K
51,11th,Married-civ-spouse,Husband,White,Male,45,United-States,>50K
31,HS-grad,Married-civ-spouse,Wife,Black,Female,45,United-States,<=50K
49,Doctorate,Married-civ-spouse,Wife,White,Female,35,United-States,>50K
26,Bachelors,Never-married,Own-child,White,Female,40,United-States,<=50K
28,HS-grad,Divorced,Unmarried,Black,Female,20,United-States,<=50K
22,Some-college,Married-civ-spouse,Husband,White,Male,37,United-States,<=50K
26,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,<=50K
45,9th,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
39,Some-college,Divorced,Unmarried,White,Female,40,United-States,<=50K
23,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
62,HS-grad,Married-civ-spouse,Husband,White,Male,8,United-States,<=50K
42,Bachelors,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
39,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
43,Assoc-voc,Divorced,Not-in-family,White,Male,40,United-States,<=50K
33,Some-college,Never-married,Not-in-family,White,Male,70,United-States,<=50K
68,Bachelors,Married-civ-spouse,Husband,White,Male,20,United-States,<=50K
30,Masters,Married-civ-spouse,Husband,White,Male,46,United-States,>50K
32,Bachelors,Never-married,Not-in-family,Asian-Pac-Islander,Male,40,United-States,<=50K
25,Some-college,Never-married,Unmarried,Other,Male,40,United-States,<=50K
53,5th-6th,Married-civ-spouse,Other-relative,White,Female,24,Italy,<=50K
38,Assoc-voc,Married-civ-spouse,Husband,White,Male,55,United-States,>50K
62,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
20,HS-grad,Never-married,Own-child,White,Male,40,United-States,<=50K
26,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
23,HS-grad,Never-married,Own-child,White,Male,40,United-States,<=50K
43,HS-grad,Divorced,Not-in-family,White,Female,40,United-States,<=50K
29,Some-college,Never-married,Not-in-family,White,Male,36,United-States,<=50K
34,10th,Separated,Unmarried,White,Female,36,United-States,<=50K
24,Some-college,Never-married,Own-child,White,Male,35,United-States,<=50K
44,Masters,Married-civ-spouse,Husband,White,Male,35,United-States,>50K
19,Some-college,Never-married,Not-in-family,White,Male,40,United-States,<=50K
47,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
40,Some-college,Divorced,Not-in-family,White,Female,48,United-States,<=50K
45,HS-grad,Widowed,Unmarried,White,Female,45,United-States,<=50K
43,HS-grad,Separated,Unmarried,Black,Female,45,United-States,<=50K
22,9th,Never-married,Not-in-family,White,Male,30,United-States,<=50K
50,Doctorate,Divorced,Other-relative,White,Male,50,United-States,>50K
72,Some-college,Married-spouse-absent,Not-in-family,White,Male,3,United-States,<=50K
29,Bachelors,Never-married,Not-in-family,White,Male,40,United-States,<=50K
47,Bachelors,Never-married,Not-in-family,White,Male,50,United-States,<=50K
24,HS-grad,Never-married,Own-child,White,Male,35,El-Salvador,<=50K
22,Some-college,Never-married,Not-in-family,White,Male,15,United-States,<=50K
21,HS-grad,Never-married,Own-child,White,Female,40,United-States,<=50K
30,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
37,Some-college,Widowed,Not-in-family,White,Female,40,,<=50K
74,Prof-school,Divorced,Other-relative,White,Male,40,United-States,<=50K
70,Some-college,Married-civ-spouse,Husband,White,Male,70,United-States,<=50K
27,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
32,Bachelors,Divorced,Unmarried,Asian-Pac-Islander,Female,46,United-States,<=50K
30,11th,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
29,Assoc-voc,Divorced,Unmarried,White,Male,56,United-States,<=50K
18,11th,Never-married,Own-child,White,Male,40,United-States,<=50K
31,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
39,Some-college,Married-civ-spouse,Husband,White,Male,70,United-States,<=50K
21,Some-college,Never-married,Own-child,White,Female,30,United-States,<=50K
31,HS-grad,Married-civ-spouse,Husband,White,Male,38,United-States,<=50K
33,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
39,Prof-school,Divorced,Not-in-family,White,Male,70,United-States,>50K
29,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
34,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
52,Bachelors,Widowed,Unmarried,White,Female,55,United-States,<=50K
35,HS-grad,Never-married,Not-in-family,White,Male,25,United-States,<=50K
33,10th,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
40,9th,Divorced,Unmarried,White,Female,5,Cuba,<=50K
43,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,50,United-States,>50K
66,1st-4th,Never-married,Not-in-family,Black,Male,30,United-States,<=50K
51,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
36,HS-grad,Never-married,Unmarried,White,Female,30,United-States,<=50K
17,11th,Never-married,Own-child,White,Female,40,United-States,<=50K
32,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
39,HS-grad,Never-married,Unmarried,Black,Female,40,United-States,<=50K
19,Some-college,Never-married,Own-child,White,Male,60,United-States,<=50K
54,11th,Divorced,Not-in-family,White,Male,40,United-States,>50K
45,Bachelors,Divorced,Not-in-family,White,Male,50,United-States,>50K
47,Bachelors,Divorced,Not-in-family,Black,Female,40,United-States,<=50K
49,HS-grad,Married-civ-spouse,Husband,White,Male,98,United-States,<=50K
32,HS-grad,Divorced,Unmarried,White,Female,40,United-States,<=50K
28,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
39,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
27,HS-grad,Never-married,Not-in-family,White,Male,50,United-States,<=50K
42,Masters,Married-civ-spouse,Wife,White,Female,38,United-States,>50K
24,Bachelors,Married-civ-spouse,Husband,White,Male,44,United-States,<=50K
45,Bachelors,Married-civ-spouse,Husband,White,Male,45,United-States,>50K
19,HS-grad,Never-married,Own-child,White,Male,30,United-States,<=50K
46,10th,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
50,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
32,HS-grad,Never-married,Not-in-family,White,Female,42,United-States,<=50K
47,Prof-school,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
69,Bachelors,Married-civ-spouse,Husband,White,Male,10,United-States,>50K
43,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
29,Bachelors,Never-married,Not-in-family,White,Male,40,United-States,<=50K
43,Prof-school,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,55,,>50K
90,Bachelors,Never-married,Own-child,White,Female,10,United-States,<=50K
41,Prof-school,Married-civ-spouse,Wife,White,Female,50,Japan,>50K
24,Preschool,Never-married,Not-in-family,White,Male,36,Mexico,<=50K
24,Some-college,Never-married,Own-child,White,Male,50,United-States,<=50K
24,Some-college,Never-married,Not-in-family,White,Female,53,United-States,<=50K
35,HS-grad,Married-civ-spouse,Wife,White,Female,42,United-States,>50K
30,Bachelors,Never-married,Other-relative,White,Male,40,United-States,<=50K
46,Bachelors,Separated,Unmarried,White,Female,40,United-States,<=50K
19,Some-college,Never-married,Own-child,White,Female,30,United-States,<=50K
39,9th,Separated,Own-child,White,Male,35,Mexico,<=50K
43,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
35,HS-grad,Never-married,Not-in-family,White,Female,40,United-States,<=50K
65,HS-grad,Widowed,Not-in-family,White,Female,24,United-States,<=50K
34,HS-grad,Divorced,Unmarried,White,Male,40,United-States,<=50K
41,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
24,Some-college,Never-married,Own-child,White,Male,60,United-States,<=50K
24,HS-grad,Never-married,Not-in-family,Amer-Indian-Eskimo,Male,35,United-States,<=50K
34,Masters,Never-married,Not-in-family,White,Female,45,France,>50K
33,HS-grad,Married-civ-spouse,Husband,White,Male,40,Cuba,>50K
37,HS-grad,Never-married,Not-in-family,White,Male,38,Puerto-Rico,<=50K
39,HS-grad,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
58,HS-grad,Divorced,Unmarried,White,Female,25,United-States,<=50K
36,HS-grad,Married-civ-spouse,Husband,White,Male,35,Mexico,<=50K
33,Some-college,Married-civ-spouse,Wife,White,Female,40,United-States,<=50K
42,Masters,Married-civ-spouse,Husband,White,Male,55,United-States,<=50K
